"color href","company","status","industry","headquarters","fund","cols","cols 2","cols 3","cols 4","cols 5","cols 6","cols 7","cols 8","company-profile","company-profile 2","company-profile 3","company-profile 4","title 2","company 2","description","p1","company 3","description 2","company 4","description 3","company 5","description 4","company-profile 6","bg src","case-study src","vidyard-lightbox-image src","blue","title 3","blue 2","color src"
"https://lifeloop.com/","LifeLoop","Current","Healthcare","Greenwood Village, CO","Endeavor","Website","lifeloop.com","Year of Investment","2021","Status","Current","Headquarters","Greenwood Village, CO","Comprehensive engagement software for the senior living market.","LifeLoop provides person-centered digital engagement solutions for the senior living market. The Company’s platform empowers staff and helps residents thrive through holistic social interaction, enrichment, therapy, memory care, family connection and facility operations solutions. LifeLoop serves a diverse range of senior living centers across the U.S. and Canada.","Vista Equity Endeavor Fund I and Vista Equity Endeavor Fund II acquired iN2L in March 2021.","iN2L acquired LifeLoop in March 2022. In September 2023, iN2L and LifeLoop rebranded as one entity, LifeLoop.","Add-on Acquisitions","Linked Senior, 2024","Linked Senior is an evidence-based resident engagement platform supporting person-centered care. The platform optimizes the resident experience by empowering staff with digital tools to assess, plan, implement and evaluate engagement for the entire resident population. 

LifeLoop acquired Linked Senior in July 2024.","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2021/03/LifeLoop-logo-color-1100x237.png"
"http://www.logicmonitor.com/","LogicMonitor","Current","IT Operations","Santa Barbara, CA","Foundation","Website","logicmonitor.com","Year of Investment","2018","Status","Current","Headquarters","Santa Barbara, CA","Performance monitoring platform for enterprise IT.","","","","Add-on Acquisitions","Dexda, 2021","Dexda is a cloud-based big data and machine learning predictive fault identification company. The Company predicts and prevents digital asset problems before they occur and empowers IT operators to easily manage and protect digital assets at scale.

LogicMonitor acquired Dexda in June 2021.","","Airbrake, 2021","Airbrake is a leading provider of application error and performance monitoring (APM) capabilities to developers, QA, Engineering and DevOps teams. The Company’s solutions enable users to continuously detect and address code errors to increase the speed of delivery while ensuring quality and reliability within production environments.  

LogicMonitor acquired Airbrake in February 2021.","Unomaly, 2020","Unomaly is a leading provider of log intelligence and anomaly detection solutions for IT Operations. The platform helps organizations maintain a complete understanding of normal behavior and abnormal situations in IT environments through automatic and self-learning analysis of all data produced by infrastructure, systems and applications, to support fast, accurate root cause analysis in complex IT environments.

LogicMonitor acquired Unomaly in January 2020.","","","","","","","","","",""
"http://www.lwolf.com/","Lone Wolf Real Estate Technologies Inc.","Former","Real Estate","Cambridge, Ontario","Foundation","Website","lwolf.com","Year of Investment","2015","Status","Former","Headquarters","Cambridge, Ontario","Lone Wolf Real Estate Technologies Inc. is the leading provider of back- and front-office solutions for residential real estate brokers and agents in North America. The Company’s flagship product, BrokerWOLF, helps brokers manage all accounting and back-office functions, including listing inventory, transaction processing, agent commissions and accounts payable/receivable.","Lone Wolf is headquartered in Cambridge, Ontario, with operations throughout North America.","Vista Equity Partners Foundation Fund II completed a minority investment in Lone Wolf in April 2015.","Vista Equity Partners Foundation Fund II completed an additional equity investment in Lone Wolf in July 2016.","Add-on Acquisitions","zipLogix, 2019","zipLogix is a leading provider of transaction management, electronic forms and eSignature solutions for the real estate industry. The Company provides real estate professionals with a full suite of tools to create seamless workflows and automate transactions. zipLogix software is used by over 1.4 million realtors.

Lone Wolf acquired zipLogix in April 2019.","Deal management, accounting software, lead acquisition and website design solutions for the real estate brokerage industry in North America.","Instanet, 2017","Instanet is a leading provider of SaaS-based transaction management, forms, and e-signature solutions used by over 550,000 residential real estate brokers in the United States and Canada. The Company’s solutions enable brokers to create, store, sign and manage all listings, sales and lease files securely online.

Lone Wolf acquired Instanet Solutions in October 2017.","","","","","Stone Point Capital acquired Lone Wolf in October 2020.","","","","","","",""
"https://lucid.co/","Lucid","Current","Collaboration","South Jordan, Utah","Flagship","Website","lucid.co","Year of Investment","2021","Status","Current","Headquarters","South Jordan, Utah","Leading provider of cloud-based visual collaboration software.","Lucid offers a Visual Collaboration Suite that helps teams see and build the future from idea to reality. With its products — Lucidchart, Lucidspark and Lucidscale — teams can turn ideas into reality, clarify complexity and collaborate visually, no matter where they’re located. Top businesses use the Company’s products all around the world, including customers such as Google, GE, NBC Universal and T-Mobile, and 99% of the Fortune 500.","Lucid was founded in 2010 and is based in South Jordan, Utah.","Vista Equity Partners Fund VII completed a private toehold investment in Lucid in June 2021.","","","","","","","","","","","","","","","","","",""
"https://www.mabl.com/","mabl","Current","Application Development","Boston, MA","Endeavor","Website","mabl.com","Year of Investment","2021","Status","Current","Headquarters","Boston, MA","Leading intelligent test automation platform for quality engineering, supporting the rapidly growing DevOps market.","mabl is a next-gen, SaaS native DevOps test automation suite enabling software engineers to easily create, run, manage and analyze automated end-to-end functional tests on one integrated platform. With mabl, users may test the start-to-finish flow of applications in a low-code, easy-to-use environment. mabl has a blue-chip enterprise customer base with a fast-growing number of Fortune 2000 customers globally.","mabl was founded in 2017 and is based in Boston, MA.","Vista Equity Endeavor Fund II completed an investment in mabl in November 2021.","","","","","","","","","","","","","","","","","",""
"http://www.mainstreethub.com/","Main Street Hub","Former","Sales & Marketing","Austin, TX","Foundation","Website","mainstreethub.com","Year of Investment","2015","Status","Former","Headquarters","Austin, TX","Main Street Hub, Inc. is the voice for more local businesses than any other company. Powered by one-of-a-kind technology, data-driven expertise and a world-class team, Main Street Hub’s marketing platform integrates social media, customer reviews, mobile and email marketing to help local businesses get more customers and keep them coming back.","Founded in 2010, the Company is headquartered in Austin, TX, with an additional office in New York, NY.","Vista Foundation Fund II completed a minority investment in Main Street Hub in July 2015.","GoDaddy acquired Main Street Hub in July 2018.","","","","Marketing platform for local businesses integrating social media, customer reviews, mobile and email marketing.","","","","","","","","","","","","","",""
"https://www.marketo.com/","Marketo","Former","Sales & Marketing","San Mateo, CA","Flagship","Website","marketo.com","Year of Investment","2016","Status","Former","Headquarters","San Mateo, CA","Marketo provides the leading marketing software and engagement platform designed to help marketers develop long-term relationships with their customers – from acquisition to advocacy.","Marketo, Inc.’s core solution is the Marketo Engagement Marketing Platform, which enables the execution, management and measurement of online, social and offline marketing activities and customer interactions. The Company’s platform enables marketers to automate the critical processes designed to generate new customer leads, convert leads into new customers, upsell more products and services to existing customers, and has a strong and demonstrable ROI. Marketo’s solutions are used by over 4,600 customers in a wide variety of industry verticals including business services, communications, education, energy, financial services, healthcare and life sciences.","The Company was founded in 2006 and is headquartered in San Mateo, CA, with operations worldwide.","Vista Equity Partners Fund V and Vista Equity Partners Fund VI completed a take private of Marketo in August 2016.","Add-on Acquisitions","Bizible, 2018","Bizible is a leading provider of revenue attribution and planning software to help B2B marketing teams improve decision-making and performance through its sophisticated omnichannel, every-touch attribution technology. Bizible has over 350 customers worldwide.

Marketo acquired Bizible in April 2018.","","ToutApp, 2017","ToutApp is a sales enablement platform that automatically logs data into the CRM and marketing automation system and helps optimize sales processes with tracking, templates and analytics. ToutApp aids thousands of sales teams in closing more deals and improving win rates.

Marketo acquired ToutApp in April 2017.","","","","","Adobe acquired Marketo in October 2018.","https://www.vistaequitypartners.com/wp-content/uploads/2019/07/Vista_CaseStudy_MarketoSpuringGrowth-1245x700.jpg","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/Tu2FsHhMGVN8jSFWh1hTaW.jpg","Article","Spurring Growth and Innovation","Read More",""
"http://www.mediaocean.com/","Mediaocean","Former","Media, Publishing & Advertising","New York, NY","Flagship","Website","mediaocean.com","Year of Investment","2015","Status","Former","Headquarters","New York, NY","Mediaocean is the mission-critical platform for omnichannel advertising. With $150 billion in annual media spend managed through its software, Mediaocean connects brands, agencies, media, technology and data. Using AI and machine learning technology to control marketing investments and optimize business outcomes, Mediaocean powers campaigns from planning, buying and selling to analysis, invoices and payments. Mediaocean employs 1,200 people across 20 global offices.","Mediaocean was formed in 2012 through the merger of Donovan Data Systems and MediaBank and is headquartered in New York, NY.","Vista Equity Partners Fund V made an equity investment in Mediaocean in August 2015.","CVC acquired Mediaocean in December 2021.","Add-on Acquisitions","Flashtalking, 2021","Flashtalking is a leading independent ad server and analytics technology provider. The Company’s end-to-end solution simplifies personalized advertising and data management through a private ad server for global customers.

Mediaocean acquired Flashtalking in August 2021.","Software to manage the media buying lifecycle from planning and buying to optimization, reconciliation and reporting across every media channel.","Symsys, 2020","Symsys is a leading media management software provider in the Netherlands handling campaign execution, including buying, invoicing and reporting.   
 
Mediaocean acquired Symsys in August 2020.","4C Insights, 2020","4C Insights is a global data science and marketing technology company helping marketers drive business outcomes across closed ecosystems, including linear television, streaming video, digital commerce and social media. Scope by 4C™ allows brands, agencies and media companies to surface insights about their most valuable consumers and creatives and activate them across channels and devices. 
 
Mediaocean acquired 4C Insights in July 2020.","MBS, 2020","MBS is a leading media management software provider in France. The Company’s platform enables end-to-end campaign execution, including buying, invoicing and reporting. MBS’ existing clients currently represent €13 billion in media spend across France, Russia and Morocco.

Mediaocean acquired MBS in January 2020.","","https://www.vistaequitypartners.com/wp-content/uploads/2019/07/Vista_CaseStudy_MediaoceanScalingGlobally-1251x700.jpg","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/newXfGp9B98yL3avugNWgQ.jpg","Article","Scaling Globally with the Right Investment Partner","Read More","https://www.vistaequitypartners.com/wp-content/uploads/2021/04/Vista_Companies_Mediaocean_Logo-1100x124.png"
"https://medtrainer.com/","MedTrainer","Current","Healthcare","Las Vegas, NV","Endeavor","Website","medtrainer.com","Year of Investment","2022","Status","Current","Headquarters","Las Vegas, NV","Healthcare credentialing, training and compliance management software.","MedTrainer is the cloud-based software solution of choice for more than 15,000 healthcare facilities and 300,000 healthcare professionals across North America. The Company provides a unique, all-in-one compliance platform that drives higher revenues, streamlines workflows and eases employee onboarding.","MedTrainer was founded in 2016 and is based in Las Vegas, NV.","Vista Endeavor Fund II completed an investment in MedTrainer in March 2022.","","","","","","","","","","","","","","","","","",""
"https://www.menlosecurity.com/","Menlo Security","Current","Security","Mountain View, CA","Foundation","Website","menlosecurity.com","Year of Investment","2020","Status","Current","Headquarters","Mountain View, CA","Cloud-based secure web gateway (SWG) platform built on a differentiated remote isolation core.","Menlo Security takes a Zero Trust approach to protecting organizations from cyberattacks by eliminating the threat of malware from the web, documents and email. The Company’s cloud-based SWG platform scales to provide comprehensive protection across enterprises, without requiring endpoint software or impacting the end user experience. Menlo Security is trusted by government agencies and major global businesses, including Fortune 500 companies across a number of security-conscious end markets.","Menlo Security was founded in 2012 and is based in Mountain View, CA.","Vista Foundation Fund III made a minority investment in Menlo Security in October 2020.","","","","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2020/11/menlo-security-logov3.0-1100x538.png"
"http://www.microedge.com/","MicroEdge","Former","Nonprofit","New York, NY","Foundation","Website","microedge.com","Year of Investment","2009","Status","Former","Headquarters","New York, NY","MicroEdge, LLC is a leading provider of IT solutions to the grantmaking community, including private foundations, corporate philanthropy, employee giving programs, community foundations and various other giving organizations. The Company’s suite of products streamlines the full grantmaking lifecycle, from upfront submission through back-end evaluation and measurement, freeing up foundation staff to focus on issues more central to their organization’s mission. MicroEdge currently maintains an impressive market position among the largest independent and corporate foundations, with approximately 80% of foundations with over $500 million in assets among their client roster.","Over the past 25 years, the Company has developed an established base of over 2,000 customers and over 14,000 registered users in the U.S. and Europe.","The Company is headquartered in New York, NY, and has offices in Minnesota.","Vista Foundation Fund I acquired MicroEdge in October 2009.","Add-on Acquisitions","AngelPoints, 2011","AngelPoints is a provider of on-demand software solutions for corporate and employee giving, sustainability, volunteer management, rewards and compliance.

MicroEdge acquired AngelPoints in December 2011.","IT solutions for the grantmaking community, including private foundation, corporate philanthropy, employee giving programs, community foundations and various other giving organizations.","","","","","","","","","","","","","",""
"http://mindbodyonline.com/","MINDBODY","Current","Sports, Entertainment & Recreation","San Luis Obispo, CA","Flagship","Website","mindbodyonline.com","Year of Investment","2019","Status","Current","Headquarters","San Luis Obispo, CA","Technology platform for the fitness, beauty and wellness services industries.","MINDBODY provides business management, demand generation and integrated payment processing software to the health and wellness industries. The Company’s platform enables over 67,000 boutique fitness centers, spas, salons and integrative health facilities to manage scheduling, online booking, staffing, marketing and customer relationships. MINDBODY also processes customer payments through mobile, online, on-site and recurring membership fees.","MINDBODY was founded in 2001 and is based in San Luis Obispo, CA.","Vista Equity Partners Fund VI and Vista Equity Partners Fund VII completed a take-private of MINDBODY in February 2019.","Add-on Acquisitions","ClassPass, 2021","ClassPass is a monthly subscription service revolutionizing the fitness and wellness industry by bringing together the world's best classes and experiences into one app. The Company’s app offers a variety of classes, including yoga, strength training, barre, martial arts, pilates, boxing and indoor cycling, and the use of health clubs, enabling users to get on-demand workouts from top studios around the globe. 

MINDBODY acquired ClassPass in October 2021.","","ZeeZor, 2020","ZeeZor is a real-time analytics and staff management platform for appointment-based businesses. ZeeZor allows business owners to set and track goals, host and track contests, recognize performers and compare key metrics across multiple locations to optimize revenue streams while delivering high quality experiences to clients. 
 
MINDBODY acquired ZeeZor in March 2020.","Bowtie, 2019","Bowtie is a provider of artificial intelligence-driven virtual receptionist solutions for appointment-based businesses. The Company’s software automatically books clients, answers questions and enables live chat over SMS and web through a unified dashboard and application.

MINDBODY acquired Bowtie in May 2019.","","","Learn more about the partnership .","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2019/02/mindbody-logo-1100x216.png"
"http://www.mitratech.com/","Mitratech","Former","Legal, Risk & Compliance","Austin, TX","Foundation","Website","mitratech.com","Year of Investment","2011","Status","Former","Headquarters","Austin, TX","Mitratech Holdings, Inc. is the leading provider of fully integrated enterprise legal management solutions for global legal departments of all sizes, including more than 25% of the Fortune 500 and more than 230 organizations. Mitratech’s offerings include the flexible and proven TeamConnect and Lawtrac product platforms, both of which offer end-to-end matter management, e-Billing, legal hold, contract management, entity management and GRC solutions. Mitratech clients can prove demonstrable value creation for their organization by automating legal workflows, improving business outcomes through actionable data and insight, increasing collaboration with external partners and reducing overall legal spend.","Founded in 1987, Mitratech is headquartered in Austin, TX.","Vista Foundation Fund I completed a buyout of Mitratech in October 2011.","","Add-on Acquisitions","CaseTrack, 2015","CaseTrack is a leading provider of enterprise legal management software to corporate legal departments in the United States and Europe. The Company provides a full suite of solutions including matter management, e-billing and legal hold.
 
Mitratech acquired the CaseTrack product line from the Economic Analysis Group in August 2015.","Corporate legal automation and GRC solutions for large, global organizations.","Bridgeway Software, 2015","Bridgeway Software is a leading provider of enterprise legal management software to corporate and government legal departments of all sizes. The Company provides a full suite of solutions, including matter management, e-billing, contract management, legal hold and corporate entity management.
 
Mitratech acquired Bridgeway Software in July 2015.","LT Online Corporation, 2013","LT Online Corporation is a leading provider of legal management software for mid-sized legal departments. The Company provides a full suite including matter management, e-billing and expense management, document and contract management, and legal hold management.
 
Mitratech acquired LT Online in January 2014.","","","","","","","","","",""
"https://www.modeln.com/","Model N","Current","Enterprise Resource Planning","San Mateo, CA","Flagship","Website","modeln.com","Year of Investment","2024","Status","Current","Headquarters","San Mateo, CA","Revenue management solutions for life sciences and high-tech innovators.","Model N delivers an end-to-end platform that powers digital transformation while maximizing revenue. The Company’s revenue management solutions bridge the gap between front- and back-office activities, enabling a unified system of record for all revenue execution. Model N is trusted across more than 120 countries by the world’s leading pharmaceutical, medical technology, semiconductor and high-tech companies, including Johnson & Johnson, AstraZeneca, Stryker, Seagate Technology, Broadcom and Microchip Technology.","Model N was founded in 1990 and is headquartered in San Mateo, CA.","Vista Equity Partners Fund VIII acquired Model N in June 2024.","","","","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2024/07/Model-N-logo-color-1100x252.png"
"http://www.mrisoftware.com/","MRI Software","Former","Real Estate","Cleveland, OH","Flagship","Website","mrisoftware.com","Year of Investment","2010","Status","Former","Headquarters","Cleveland, OH","Real estate property management solutions primarily focused on the commercial real estate market.","MRI Software is a leading provider of real estate software applications and hosted solutions. MRI offers business management solutions to the global property management industry as well as to corporate real estate managers. These solutions automate real estate operations (accounting, rent collections, lease obligations, etc.), reporting, budgeting and forecasting, and portfolio management.","MRI serves over 6,000 worldwide customers in the top tier of commercial and residential real estate, including 9 of the top 10 global real estate service providers, as well as 44 of the top 50 managers in the National Multi-Housing Council.","The Company is headquartered in Cleveland, OH, with offices worldwide.","Add-on Acquisitions","Cougar Software, 2015","Cougar Software provides investment management solutions that enable real estate investors to forecast the profitability of their real estate portfolio. With a focus on fund, debt, valuation, asset and budget management, Cougar’s acclaimed solution supports an unlimited forecasting horizon, enabling customers to use their real estate data to help them make better decisions faster. Cougar counts among its customers several of the world’s leading property management and investment companies, pension plans and REITs.
 
MRI acquired Cougar Software in February 2015.","","VaultWare, 2011","VaultWare is a leading solution for consumer-focused apartment marketing and leasing for the multifamily market. The software helps property managers reach and communicate with apartment hunters online, pre-qualify prospects and convert applicants into tenants.
 
MRI acquired VaultWare in December 2011.","BostonPost, 2011","Bostonpost is a leading software-as-a-service (SaaS) provider of affordable housing property management software designed to optimize compliance within the complex environment of funding programs and regulations, and to help property owners and managers reduce administrative overhead and costs associated with compliance.
 
MRI acquired Bostpost Technology in October 2011","Workspeed, 2011","Workspeed is the leading provider of real estate management software solutions designed to optimize operations and to promote sustainability. The patented Workspeed solution enables property owners and managers, building staff, facility professionals, vendors and tenants to collaborate efficiently on a single, flexible and intuitive rule-based platform. Over 250,000 users in over 500 million square feet of commercial and residential properties leverage Workspeed’s wide range of solutions.
 
MRI acquired Workspeed in June 2011.","Vista Equity Partners Fund III completed a buyout of Intuit’s Real Estate Solutions in January 2010 and rebranded the Company MRI Software.","","","","","","",""
"https://www.nasuni.com/","Nasuni","Current","IT Operations","Boston, MA","Foundation","Website","nasuni.com","Year of Investment","2024","Status","Current","Headquarters","Boston, MA","Enterprise file data orchestration platform for modern hybrid cloud environments.","Nasuni is a modern hybrid cloud orchestration platform that allows enterprises facing large and growing amounts of unstructured file data to operate with on-premise performance while enabling unlimited scalability and cost efficiency via cloud storage. The Nasuni File Data Platform simplifies file data management in hybrid environments by leveraging existing hardware, while increasing storage access and performance. Its file recovery protects customers against a range of cyber threats and eliminates the need for duplicative backup and disaster recovery. Organizations worldwide rely on Nasuni, including those in the manufacturing, construction, energy, consumer goods and public sectors.","Nasuni was founded in 2009 and is headquartered in Boston, MA.","Vista Foundation Fund V made a majority investment in Nasuni alongside TCV and KKR in September 2024.","","","","","","","","","","","","","","","","","",""
"http://www.navexglobal.com/","NAVEX Global","Current","Legal, Risk & Compliance","Lake Oswego, OR","Flagship","Website","navexglobal.com","Year of Investment","2014","Status","Current","Headquarters","Lake Oswego, OR","Global SaaS-based Ethics and Compliance software and content provider to companies of all sizes in all verticals.","NAVEX is the recognized leader in risk and compliance management software-as-a-service. The company serves over 13,000 customers in more than 85 countries worldwide, including 91 of the Fortune 100.","Formed in 2012 by the joining of four GRC software industry leaders with histories leading back as far as 1981, NAVEX solutions provide a unified view of risk across the business. This allows for deeper organizational insight, increased operational efficiencies, and more informed decision making.","At its core, the company’s mission is to help customers promote ethical, inclusive workplace cultures, protect their brands, and preserve the environment through sustainable business practices.","Add-on Acquisitions","CSRware, 2020","CSRware is a cloud-based Corporate Social Responsibility software platform that enables businesses to integrate a holistic approach to Environmental, Social and Governance (ESG) programs. The software helps corporations aggregate, calculate and report on customizable sets of ESG metrics and has been adopted by technology, retail and consumer enterprises, as well as intergovernmental organizations. 

NAVEX Global acquired CSRware in October 2020.","","WhistleB,","WhistleB is a global whistleblowing solution and incident management software provider that helps companies foster a safer and more transparent work environment. The Company’s software provides a user-friendly whistleblowing system for reporting suspected ethical and compliance-related misconduct, along with integrated case management tools. The WhistleB system is currently used in more than 150 countries, including all EU countries.

NAVEX Global acquired WhistleB in December 2019.","Lockpath, 2019","Lockpath is a leading provider of cloud-based governance, risk management and compliance and information security software. The Company develops, markets and delivers enterprise software solutions that help organizations, ranging from small firms to Fortune 10 enterprise companies, become more resilient through integrated risk management.

NAVEX Global acquired Lockpath in August 2019.","Expolink, 2019","Expolink is a UK-based whistleblowing hotline service that allows employees to report workplace concerns. The Company’s platform combines in-house report handling with a wide choice of intake channels to ensure the disclosure experience is easy, secure and reassuring. Expolink currently serves more than 750 organizations globally.

NAVEX acquired Expolink in May 2019.","NAVEX was founded in 1997 and is headquartered in Lake Oswego, Oregon.","https://www.vistaequitypartners.com/wp-content/uploads/2016/07/Vista_Company_NavexGlobal_Thumbnail-847x700.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/XxUPFN6PLRnPx4uHvZzKQm.jpg","Video","Roger Heinrich, NAVEX Global: Connecting with a Software Ecosystem","Watch Video","https://www.vistaequitypartners.com/wp-content/uploads/2016/07/NAVEX_Logo_Orange-RGB-1100x240.png"
"http://www.navigaglobal.com/","Naviga","Current","Media, Publishing & Advertising","Bloomington, MN","Foundation","Website","navigaglobal.com","Year of Investment","2013","Status","Current","Headquarters","Bloomington, MN","Naviga delivers the broadest range of technology solutions for the global news media industry, including content management, digital advertising, circulation and audience relationship management. The Company’s innovative solutions and professional services help media organizations engage audiences through web, print, mobile and social media channels. Naviga helps more than 2,500 clients around the world compete for audience and revenue across the entire media landscape. The company’s US offices are in Florida, Maryland, Minnesota and Utah; with international offices in Australia, Canada, Denmark, Germany, Norway, Panama, Sweden and the United Kingdom.","Vista Foundation Fund II completed a buyout of both Digital Technology International (DTI) and Saxotech in July 2013 to create NEWSCYCLE Solutions. The Company rebranded under the name Naviga in April 2019.","Learn more about the partnership .","","Add-on Acquisitions","Abacus, 2022","Abacus is a UK-based provider of digital subscription and audience insight offerings that help major publishers, professional institutions and corporate brands improve revenue and engagement with personalized digital experiences. Abacus has worked with some of the largest owners in the UK to realize their digital vision, including Thomson Reuters, Condé Nast and Christie’s. 

Naviga acquired Abacus in March 2022.","Technology solutions for the global news media industry, including content management, digital advertising, circulation and audience relationship management.","RSG Media, 2021","RSG Media is a leading provider of rights management and audience/ad optimization capabilities to the broadcast media industry. The Company’s solutions enable customers to manage their rights, license their content and assets globally, grow their audience and optimize their advertising revenue. 

Naviga acquired RSG Media in April 2021.","Miles 33, 2021","Miles 33 is a leading provider of digital publishing solutions to media, corporate and agency customers. The Company’s solutions enable clients to monetize, publish and distribute content and advertising across print and digital channels. 

Naviga acquired Miles 33 in March 2021.","ZINIO, 2019","ZINIO is a leading provider of digital publishing software for magazine publishers and consumers. The Company’s platform converts print magazines to digital XML content, offering publishers flexibility in managing and delivering their content in branded magazine apps and platforms across tablet, smartphone and desktop. ZINIO has delivered over 500 million digital magazine editions to more than 15 million consumers.

Naviga acquired ZINIO in May 2019.","","","","","","","",""
"https://numerator.com/","Numerator","Former","Media, Publishing & Advertising","Chicago, IL","Flagship","Website","numerator.com","Year of Investment","2017","Status","Former","Headquarters","Chicago, IL","Numerator is a market intelligence firm that brings together omnichannel marketing, merchandising and sales data to make pursuing new possibilities simple for brand, retail and agency clients. Numerator is the only company in the marketplace to connect omnichannel purchase data and comprehensive path data to deliver an unmatched view of the consumer shopping and purchase experience. The Company serves over 2,000 customers across a wide variety of market intelligence categories.","Numerator is based in Chicago, IL, with additional operations across the USA, Canada, U.K. and Australia.","Vista Equity Partners Fund VI acquired Market Track, a leading provider of global omnichannel market intelligence, in June 2017 and subsequently acquired InfoScout, America’s largest omnichannel consumer purchase panel, in July 2017. The combined company rebranded under the name Numerator in October 2018.","Kantar acquired Numerator in July 2021.","Add-on Acquisitions","Information Machine, 2020","Information Machine is a provider of electronic consumer purchasing behavior software. The Company’s proprietary APIs accelerate the collection of electronic consumer purchasing data from sources like mobile apps, loyalty card programs and food-based delivery services. 
 
Numerator acquired Information Machine in December 2020.","Market intelligence data provider for brands, agencies and retailers.","InfoScout, 2017","InfoScout provides brands and retailers with real-time consumer behavioral insights derived from America’s largest purchase panel across every key consumer category. InfoScout allows customers to better understand consumer behavior and attitudes throughout the purchase journey and produces actionable data to offer omnichannel visibility and improve business decisions.

Numerator acquired InfoScout in July 2017.","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2020/03/Vista_Insights_Numerator_AIML_Video.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/U3BvZuzfMNAARvUet5ctmE.jpg","Video","Numerator AI & ML: Providing Intelligent Marketing Insights","Watch Video",""
"https://www.officespacesoftware.com/","OfficeSpace","Current","Enterprise Resource Planning","Alpharetta, GA","Endeavor","Website","officespacesoftware.com","Year of Investment","2022","Status","Current","Headquarters","Alpharetta, GA","Workplace management software for the modern, dynamic workspace.","OfficeSpace simplifies the workplace for dynamic organizations. Its innovative platform, intuitive experience and invested team provide the integral, strategic tools necessary to engage in the workplace. From space management and social distancing to desk booking and employee requests, the Company provides the flexibility and agility forward-focused companies need to manage their current workspace — and create a better place for everyone.","OfficeSpace was founded in 2004 and is based in Alpharetta, GA.","Vista Equity Endeavor Fund II acquired OfficeSpace in January 2022.","Add-on Acquisitions","Greetly, 2023","Greetly provides visitor management software that enables workplaces to monitor the traffic of visitors and deliveries at their physical office spaces. The platform’s digital receptionist performs traditional administrative functions and collects data on visitor volume and office use, allowing companies to be more productive and make data-driven decisions about workplace experience and real estate strategy.

OfficeSpace acquired Greetly in May 2023.","","","","","","","","","","","","","","",""
"https://oliveai.com/","Olive.AI","Former","Healthcare","Columbus, OH","Flagship","Website","oliveai.com","Year of Investment","2021","Status","Former","Headquarters","Columbus, OH","Artificial intelligence and robotic processing automation solutions for the healthcare industry.","Olive is a leader in healthcare innovation, delivering artificial intelligence (AI) and robotic processing automation solutions that empower organizations to improve efficiency and patient care in hospitals. The Company’s AI-based platform removes silos and automates healthcare workflows, reducing errors and maintaining healthcare data security. Olive’s enterprise AI is deployed in more than 900 hospitals throughout the country.","Olive was founded in 2012 and is based in Columbus, OH.","Vista Equity Partners Fund VII completed a private toehold investment in Olive in June 2021.","Add-on Acquisitions","Healthcare IP, 2021","Healthcare IP is an integrated partner of healthcare provider and payer organizations, advocating data transparency and user experience in the revenue cycle. The Company’s flexible SCALE platform reduces touchpoints through workflow automation and organizes data for the end user.

Olive acquired Healthcare IP in August 2021.","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2021/07/olive-logo-1100x578.png"
